Registry,Assignment,Organization Name,Organization Address
MA-M,A43BFAD,JSC “Component-ASU”,"Severnyi proezd 1, k. 5/6 Chernogolovka Moscow Region  142432 "
MA-M,A43BFA4,Maxon Australia,36a Gibson Ave Padstow New South Wales AU 2211 
MA-M,D07650E,Revox Inc.,"1880-2 Kamimizo, Chuo-ku, Sagamihara Kanagawa JP 252-0243 "
MA-M,A43BFA8,Alpwise,4 avenue Louis Doyen Weil Grenoble Rhône-Alpes FR 38000 
MA-M,7C70BC2,Digital Lumens,"374 Congress Street, 6th Floor Boston MA US 02210 "
MA-M,BC34004,Dexcel Design Pvt Ltd,"#138, Level 3,4 - Maruthi Tower Bangalore Karnataka IN 560008 "
MA-M,7419F8D,"Ansjer Electronics Co., Ltd.","4 Bldg., Pinglan Indl. Park, Nanping, Zhuhai Guangdong CN 519060 "
MA-M,D076506,Picobrew LLC,2121 N 35th Street Seattle WA US 98103 
MA-M,D076505,Annapurna Labs,1830 The Alameda San Jose California US 95126 
MA-M,C85CE29,Quthc Limited ,"7 Floor C Building, Longsheng Industrial Park,Huiyang District Huizhou City Guangdong CN 516211 "
MA-M,C85CE24,Jector Digital Corporation,"2F.-1, No.268, Liancheng Rd., Zhonghe Dist., New Taipei City  TW  235038 "
MA-M,C85CE26,brinfotec,"2001HO 32, Songdogwahak-ro, Yeonsu-gu, Incheon, Republic of Korea Incheon Metropolitan City  KR 21984 "
MA-M,C85CE2E,Wonder Education Tech Limited,"Room 2278, Building 2, No. 588, Zixing Road, Minhang District Shanghai Shanghai CN 200241 "
MA-M,4CEA417,Atos spa,Via alla Piana 57 Sesto Calende Varese IT 21018 
MA-M,4CEA411,"HawkEye Technology Co.,Ltd","7/F,Building B4, China Wireless Valley,NO.9, Mozhou East Road, Jiangning District,Nanjing 211100, P. R. China Nanjing  CN 211100 "
MA-M,4CEA419,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,5CF8386,"Kunshan Baifeng Intelligent Technology Co.,Ltd","Building 2,Number 625, Juxiang Road, Zhangpu Town. KUNSHAN Jiangsu CN 215300 "
MA-M,F41A794,"Guangdong Sygole Intelligent Technology Co.,Ltd","Building 19, Songkeyuan,No.6, Libin Road, Songshan Lake High-tech Industrial Development Zone Dongguan Guangdong CN 523808 "
MA-M,5CF838C,"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.","No.19 Tianyu Rd. Western Park, Hi-tech Zone Chengdu Sichuan CN 611731 "
MA-M,90A9F79,Zekler Safety AB,Vistaforsvägen 3 Ulricehamn  SE 52337 
MA-M,90A9F78,"BAODING FORLINX EMBEDDEDTECHNOLOGY CO., LTD","No. 2699 Xiangyang North Street, Jingxiu District Baoding Hebei  CN 071000 "
MA-M,90A9F73,Suzhou Etag-Technology Corporation,"Room 1506,building E, Nanotechnology University Sciene park, No.388 Ruoshuiroad,Suzhou industrial park Suzhou Jiangsu CN 215123 "
MA-M,90A9F75,"Shenzhen DOOGEE Hengtong Technology CO.,LTD","B, 2/F, Building A4, Silicon Valley Power Digital Industrial Park, No. 22, Dafu Industrial Zone, Guanlan Aobei Community, Guanlan Street, Longhua New District Shenzhen Guangdong CN 518000 "
MA-M,90A9F74,LAB-EL ELEKTRONIKA LABORATORYJNA,HERBACIANA 9 REGULY  PL 05-816 
MA-M,100648B,"Shenzhen smart-core technology co.,ltd.","19/F., Finance & Technology Building, No.11 Keyuan Road, Nanshan Dist., Shenzhen, China Shenzhen Guangdong CN 518057 "
MA-M,1006486,"Hong Kong BOZZ Co., Limited.","NO. 33 MONG KOK ROAD, KOWLOON HONG KONG HONG KONG CN 999077 "
MA-M,90A9F7E,The Engineerix Group,1418 Beech Ave 119A McAllen TX US 78501 
MA-M,2CC44F7,NSK Dental Italy,"via dell'agricoltura, 21 Thiene Vicenza IT 36016 "
MA-M,1006482,Dynics,620 Technology Drive Ann Arbor MI US 48108 
MA-M,2CC44F2,Falcon V Systems S. A.,Krzemowa 6 Gdynia  PL 81-577 
MA-M,2CC44F4,"Beijing Siling Robot Technology Co.,Ltd","Room 215, Floor 2, Building 2, No.1 Yongtaizhuang North Road, Haidian District, Beijing. Beijing  CN 100080 "
MA-M,008DF49,"Relay, Inc.",4200 Six Forks Rd Suite 1800 Raleigh NC US 27609 
MA-M,008DF40,Sensata Technologies,"Unit 11, Antrim Technology Park Antrim  Co. Antrim GB BT41 1QS "
MA-M,EC9A0CD,ViGEM GmbH,Zeppelinstrasse 2 Karlsruhe BW DE 76185 
MA-M,C898DB8,Voleatech GmbH,Grathwohlstr. 5 Reutlingen  DE 72762 
MA-M,C898DB2,freecle Inc.,"rainbowbldg 1F, 2-20-13 Shimomeguro Meguro-Ku Tokyo JP 153-0064 "
MA-M,C898DB9,MINDTEC,"45, Jungdong-ro 248beon-gil Gyeonggi-do  KR 14548 "
MA-M,C898DB5,Private,
MA-M,78392D6,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,C4A5594,National Company of Telecommunication and Information Security,Office 6 - Takween Building First FloorAlyasmin Dist. King Abdulaziz Rd. Riyadh Riyadh SA 395358 
MA-M,78392D4,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,78392DA,Edgenectar Inc.,"111 N, Market St. #300 San Jose CA US 95113 "
MA-M,8C55706,Joule Group Limites,"Unit 407 Northwest Business Park, Ballycoolin Dublin  IE D11HD36 "
MA-M,8C55700,AST International GmbH,Baerental 26 Calw  DE 75365 
MA-M,8C55705,Private,
MA-M,8C55702,Microvision Inc,18390 NE 68th Street Redmond WA US 98052 
MA-M,28F8C6C,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,E8FF1EB,Melisono AB,Kyrkogatan 17 Lund  SE 22222 
MA-M,C08359E,"Trystar, LLC","229 Castlewood Dr, Suite E Murfreesboro TN US 37129 "
MA-M,8CA6821,FightCamp,936 W. 17th Street Costa Mesa CA US 92627 
MA-M,D0A011C,TASKA Prosthetics,10 Nelson Street Christchurch  NZ 8011 
MA-M,D0A0111,Shanghai Railway Communication Co. Ltd.,"No. 489, North Xizang Road, Shanghai Shanghai Shanghai CN 200071 "
MA-M,D0A0117,Shenzhen Liandian Communication Technology Co.LTD,"1307, building A4, workshop 2, LiLang International Jewelry Industrial Park, 31 Bulan Road, xialilang community, Nanwan street, Longgang District Shenzhen Guangdong CN 518112 "
MA-M,78E9967," Beisit Electric Tech(Hangzhou)Co.,Ltd.","1, Tangmei Rd., Yuhang Economic-TechnologicalDevelopment Area Hangzhou Zhejiang CN 311100 "
MA-M,78E9960,"SHENZHEN EEGUARD TECHNOLOGY CO.,LIMITED","201, BUILDING A, JINGANG TECHNOLOGY INDUSTRIAL PARK, QIAOTOU COMMUNITY, FUHAI STREET, BAOAN DISTRICT SHEN ZHEN SHEN ZHEN  CN 518000 "
MA-M,D0A0113,V-Count Teknoloji A.Ş.,ÜNİVERSİTELER MAH. İ.DOĞRAMACI BLV. HALICI YAZILIM EVİ TEKNOKENT ANKARA Ankara TR 06800 
MA-M,34C8D65,PRIZMA GROUP DISTRIBUTION & CONSULTING D.O.O - RUBISEC,XVI LOKAL BR. 7 BUDVA BUDVA  ME 85310 
MA-M,40F3858,Great Talent Technology Limited,"No.13 Langshan Rd,HiTech Park,Nanshan District Shenzhen Guangdong CN 518000 "
MA-M,904E913,Great Talent Technology Limited,"No.13 Langshan Rd,HiTech Park,Nanshan District Shenzhen Guangdong CN 518000 "
MA-M,901564C,LINAK A/S,Smedevænget 8 6430 Guderup Guderup Jylland DK 6430 
MA-M,9015649,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,44A92C3,Luxonis Holding Corporation,"1942 Broadway St., STE 314C Boulder CO US 80302 "
MA-M,086332C,Swiftronix AB,Ågatan 39 Linköping  SE 58222 
MA-M,086332E,"C-VUE (SHANGHAI) AUDIO TECHNOLOGY CO.,LTD","Room 348, Building 9, No. 128 Cheting Road, Chedun Town, Songjiang District, Shanghai SHANGHAI SHANGHAI CN 201611 "
MA-M,48E6634,Smile Security and Survillence Private Limited,"#21/2, Bhattarahalli, Old Madras Road, 14 KM, K.R.Puram Bangalore Karnataka IN 560049 "
MA-M,0863321,"Shanghai eCloud Technologies Co.,ltd","RM 805,Huitu Building , No.898 TongPu Rd,Shanghai,200333,P.R.C. SHANGHAI SHANGHAI CN 200333 "
MA-M,48E6636,"Shenzhen Huabao New Energy Co.,Ltd","Floor 19 and 21, Jiaanda Building, Huafan Road, Dalang Street, Longhua District, Shenzhen City Shenzhen  CN 518000 "
MA-M,48E6631,"Nanning Nislight Communication Technology Co.,Ltd.,","Room 907, Building 4, No. 157 Minzu Avenue, Qingxiu District, Nanning City, Guangxi Province Nanning Guangxi CN 530000 "
MA-M,C4CC370,"KAIS Co.,Ltd.","#103-5, Ssangyong Techno 3rd., 397 Seokcheon-ro Bucheon Gyeonggido KR 14449 "
MA-M,0863320,Eaton Corporation,1000 Eaton Blvd Cleveland OH US 44122-6058 
MA-M,60A4348,"TIME ENGINEERING CO., LTD.","Totsubo 5-98 Ohguchi-cho, Niwa-gun Aichi JP 480-0125 "
MA-M,60A4342,"Hangzhou Zhongxinhui lntelligent Technology Co.,Ltd.","Room 17337, No. 260 Jiangshu Road, Xixing Street, Binjiang District, Hangzhou City, Zhejiang Province Hangzhou  CN 310000 "
MA-M,60A4344,Human-life Information Platforms Institute,1-9-24 Fujisaki Tsuchiura Ibaraki JP 300-0813 
MA-M,60A4341,EEG Enterprises Inc,586 Main Street Farmingdale NY US 11735 
MA-M,60A4349,"Shenzhen HantangFengyun Technology Co.,Ltd","741, HUAMEIJU Building 2.， 82 of Haiyu Community., Xin'an Street, Bao'an District, Shenzhen Shenzhen  CN 518000 "
MA-M,C8FFBF2,Cognizant Mobility GmbH,Ingolstädter Str. 45 München  DE 80807 
MA-M,60A434B,"Bweetech Electronics Technology (Shanghai) Co.,Ltd","Room705-707,Building1,Lane99,NorthHuting Road,Shanghai Shanghai Shanghai CN 200000 "
MA-M,1063A35,"Lianxin (Dalian) Technology Co.,Ltd","No. 318, No. 3, No. 3, Renxian Street, Dalian High-tech Industrial Park, Liaoning Province Dalian  CN 116000 "
MA-M,C8FFBF6,Accuphy Technologies Beijing Ltd,"Rm1409, Huasheng Intl Bldg, No.12, Yabao Rd., Chaoyang Dist Beijing Beijing CN 100020 "
MA-M,5C87D8A,Piscis Networks Private Limited,"A-403, Building No. 125, Dattakrupa CHS, Nehru Nagar, Kurla East, Mumbai Mumbai Maharashtra IN 400024 "
MA-M,1063A32,Sichuan Puhui Zhida Communication Equipment Co. Ltd.,"1-5/F, Block B, Building 17, No.51, Qingci Road, Huayuan Street, Xinjin District Chengdu Sichuan CN 611430 "
MA-M,1063A30,Changsha Sunvote Limited,"Room 1024, Building A, Biaozhi Business Center, No. 198，Xiang Fu Road, Tianxin District, Changsha, Hunan, PRC. Changsha Hunan CN 410002 "
MA-M,5C87D81,"COMET SYSTEM, s.r.o.",Bezrucova 2901 Roznov pod Radhostem  CZ 75661 
MA-M,5C5A4C5,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,5C5A4C3,Ferroamp AB (publ),Odlingsgatan 7B Sundbyberg  SE 17453 
MA-M,F87A39C,Flextronics International Kft,38. Zrinyi Str. Zalaegerszeg Zala HU 8900 
MA-M,F87A394,"Zsystem technology co.,","No. 143, Meishu E. 6th St., Gushan Dist Kaohsiung  TW 804107 "
MA-M,F87A39A,FELTRIN INDUSTRIA E COMERCIO,Street Agostinho Fornetti 6-38 Bauru SÃO PAULO BR 17064170 
MA-M,F87A39B,FuyanshengElectronicFujian Co.ltd,"Building 5, No. 398 Bailong Village,, Zhuqi Township, Minhou County Fuzhou FUJIAN CN 350107 "
MA-M,EC5BCD5,"Shenzhen Qunfang Technology Co., LTD.","4th floor, building A4, Huihao Industrial Park, Matian street, Guangming District, Shenzhen Shenzhen  CN 518000 "
MA-M,EC5BCD6,"Jiangsu Fushi Electronic Technology Co., Ltd","Jiangsu Fushi Electronic Technology Co., Ltd Changzhou jiangsu CN 213000 "
MA-M,344663C,mirle automation corporation,"No.3, R&D Rd. II, Science Park Hsinchu Taiwan TW 30076 "
MA-M,EC5BCDB,StepOver GmbH,Otto-Hirsch-Brücken 17 Stuttgart  DE 70329 
MA-M,08DA336,Videoline Surveillance Services Pvt. Ltd. ,"A-103, A Block, Sector 63, Noida, Uttar Pradesh 201301 Noida Uttar Pradesh IN 201301 "
MA-M,EC5BCD4,"Green Solutions (Chengdu) Co., Ltd","Floor 4, Block B, Building 2, No. 2, Second Digital Road, Deyuan Town, Pidu District Chengdu Sichuan CN 611730 "
MA-M,344663D,"HANGZHOU TASHI INTERNET OF THINGS TECHNOLOGY CO., LTD","Room 1602, HSBC building, No. 1288, Jincheng Road, Beigan street, Xiaoshan District, Hangzhou, Zhejiang Hangzhou Zhejiang CN 311200 "
MA-M,3446635,"Wuhan IDXLINK Technology Co., Ltd","Room 304, 3rd Floor, Building C, Phase II, Canglong Island Tuochuang Industrial Park, Jiangxia Economic Development Zone Wuhan Hubei CN 430205 "
MA-M,08DA339,"Lens Technology (Xiangtan) Co.,Ltd","16 Baishi West Road, Xiangtan Economic and Technological Development Zone Xiangtan Hunan CN 411100 "
MA-M,08DA338,AMPACS Corporation,"3F., No.19-3, Sanchong Rd., Nangang Dist. Taipei City  TW 115601 "
MA-M,08DA33E,"Telo Communication（Shenzhen）Co.,Ltd","6/F, No. 42 Liuxian 1st Road, Bao’an District, Shenzhen Shenzhen  CN 518000 "
MA-M,48E6C64,"Shenzhen ZK Technology CO.,LTD.","Shenzhen Overseas (Longgang) Innovation Park,Room323,Building No.1,Huanggekeng Community, Longcheng Street,Longgang District,Shenzhen City,518000,China Shenzhen Guangdong CN 518000 "
MA-M,4C917A7,MECCALTE SPA,Via Roma 20 Creazzo  IT 36051 
MA-M,B44BD69,Private,"311# Xindongxing Business Centre ,2rd Road liuxian ,Bao'an Shenzhen China Shenzhen  Guangdong  CN 518100 "
MA-M,2486253,"ViewSec Co., Ltd.","7F.-3, No.5, Sec. 3, New Taiepi Blvd., New Taipei City  TW 242032 "
MA-M,AC86D10,"Advanced Rugged System Co., LTD","306,Building 1,Lane 777,Zhongshan Nan Er Road,Xuhui District,Shanghai,200032.P.R.China Shanghai Shanghai CN 200032 "
MA-M,485E0EB,"Vital Oricraft Flows Technology Co., Ltd.","#12, 4 Construction Road, Qingcheng District Qingyuan Guangdong CN 511500 "
MA-M,485E0E0,"Shenzhen C & D Electronics Co., Ltd.","9th FIoor, Building 9, No.1 Qingxiang road, BaoNeng Science and TechnoIogy Industrial Park, Longhua New District ShenZhen GuangDong CN 518000 "
MA-M,AC86D14,"RayThink Technology Co.,Ltd","No.5,Wanshoushan Road,Yantai,shandong Yantai Shandong CN 264000 "
MA-M,485E0E4,MHE Electronics,"49 Alexander Rd, Westmead Durban KwaZulu Natal ZA 3610 "
MA-M,C4FF849,Atlas Copco,"Boomsesteenweg 957, Antwerpen, 2610, Wilrijk Wilrijk  BE 2610 "
MA-M,485E0EC,Transom Post OpCo LLC dba Bose Professional,"145 Pennsylvania Ave Framingham, MA 01701 Framingham MA US 01701 "
MA-M,C4FF845,Eastern Acoustic Works,19 National Drive Franklin MA US 02038 
MA-M,C4FF84C,KSB SE & Co. KGaA,Johann-Klein-Straße 9 Frankenthal  DE 67227 
MA-M,C4FF848,IBM,23 Airport Boul. Bromont Quebec CA J2L 1A3 
MA-M,C4FF842,"ShenZhen BoQiao Technologies CO.,LTD.","2211, Fangda city T2, Beihuan Road, Nanshan District, Shenzhen ShenZhen  CN 518057 "
MA-M,ECA7B10,"Nanjing Xinyun Technology Co., Ltd","Building 4-608b, No. 180 Software Avenue, Yuhua District Nanjing Jiangsu CN 210000 "
MA-M,ECA7B14,"Sichuan Ruiting Zhihui Technology Co., Ltd","999 Tianfu Fifth Street, High tech Zone Building 1, 6th floor Chengdu  CN 610095 "
MA-M,C4FF843,Cloudhop Inc,7 Industrial Ave Upper Saddle River NJ US 07458 
MA-M,ECA7B17,"Shenzhen Lanroot Technology Co., Ltd","Room 209,Bldg.1B,Software Industry Base,No.1003Keyuan Rd,Nanshan Shenzhen Guangdong CN 518000 "
MA-M,ECA7B1A,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,D014111,P.B. Elettronica srl,"Via Santorelli, 8 Grugliasco Torino IT 10095 "
MA-M,B84C876,"HORIBA Precision Instruments (Beijing) Co.,Ltd","Building 1, No.3 Xixing Road, Houshayu Town, Shunyi District, Beijing, China Beijing Shunyi CN 101318 "
MA-M,C022F13,Spectra Technologies India Private Limited,"8/33-C, FF, SF, Kirti Nagar Industrial Area, New Delhi New Delhi Delhi IN 110015 "
MA-M,B84C870,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,48DA354,Sphere Com Services Pvt Ltd,"Sphere Com Services Pvt Ltd, F-16-22, pankaj plaza, plot-no-7, Sector - 12, Dwarka, New Delhi - 110075, New Delhi New Delhi Delhi IN 110075 "
MA-M,48DA355,"Beijing keshengte communication equipment co., ltd","Room 1102,Building 10, Xinqidian Jiayuan, No.5 Chang chun Qiao Road, Haidian District, Beijing Beijing Beijing CN 100000 "
MA-M,48DA35E,Neps Technologies Private Limited,"3rd Floor, Plot No- 76, Sector- A (Above SBI Metropolitan Branch) Metropolitan Housing Cooperative Society Ltd Kolkata - 700105, West Bengal, India Kolkata West Bengal IN 700105 "
MA-M,C022F16,"Pony.AI, INC.",585 Tashan Road Shanghai  CN 200000 
MA-M,FCCD2FA,Scopus International Pvt. Ltd.,"Cable Centre, Raja International Building,  Andamukkam, Kollam Kerala IN 691 001 "
MA-M,48DA358,"Shenzhen Qianhong Technology Co.,Ltd.","Fumin building, No. 44, Xinhe Community Renmin Road, Fucheng Street, Longhua District, Shenzhen City, SHENZHEN  CN 518000 "
MA-M,5491AFE,"Jiangxi Anbaichuan Electric Co.(ABC),Ltd",Jinggangshan Economic Development Zone Ji’an Jiangxi CN 343199 
MA-M,48DA35A,Auto Meter Products Inc.,413 West Elm Street Sycamore IL US 60178 
MA-M,48DA350,RBS LLC,"Pereyaslavskaya B. ul., dom 46, stroenie 2 Moscow  RU 129110 "
MA-M,48DA35D,NACON LIMITED (HK) LTD,"17/F, 148 ELECTRIC ROAD, NORTH POINT HONG KONG  HK 999077 "
MA-M,88A6EFB,"Beijing ThinRedline Technology Co.,Ltd.","012, Ground Floor, Building 69, Jiuxianqiao North Road, Chaoyang District Beijing Beijing CN 100015 "
MA-M,88A6EFC,"Shenzhen C & D Electronics Co., Ltd.","9th FIoor, Building 9, No.1 Qingxiang road, BaoNeng Science and TechnoIogy Industrial Park, Longhua New District ShenZhen GuangDong CN 518000 "
MA-M,D015BB2,"Beijing Guangshu Zhiying Technology Development Co., Ltd.","Room910,Environment Building,16 Guangqumen Inner Street,Dongcheng District Beijing  CN 100062 "
MA-M,D015BB7,New Tech IoT,"Room 801, No.886, Jiefang Road,Yixing Wuxi Jiangsu CN 214200 "
MA-M,D015BBA,HONG KONG COHONEST TECHNOLOGY LIMITED,SHOP 185 G/F HANG WAI IND CTR NO 6 KIN TAI ST TUEN MUN NT HONG KONG;CHINA HONG KONG HONG KONG CN 999077 
MA-M,88A6EFA,"Draper, Inc.",411 S Pearl St. Spiceland IN US 47385 
MA-M,D015BBC,Shenzhen Waystar Communication Technology Co. Ltd.,"Room 101, building D, No. 33, General Mao community, Wulian community, Longgang Street, Longgang District, Shenzhen Shenzhen Guangdong CN 518100 "
MA-M,50482C5,Bluefin International Inc,"2665 Pine Grove Road, Suite 400 Cumming GA US 30041 "
MA-M,50482C0,Landatel Comunicaciones SL,Autovía A6 km. 17.800 Las Rozas Madrid ES 28231 
MA-M,58C41EA,GeBE Elektronik und Feinwerktechnik GmbH,Beethovenstraße 15 Germering  DE 82110 
MA-M,58C41E6,"NetChain Co.,Ltd.","7F.-2, No.63, Sec. 1, Chongqing S. Rd., Zhongzheng Dist Taipei TAIWAN TW 100 "
MA-M,C86BBC5,"Shenzhen Hebang Electronic Co., Ltd","2nd Floor West, Bldg B, Kelunte Low Carbon Industry Park, Huarong Road, Dalang, Longhua District Shenzhen  CN 518000 "
MA-M,D09FD93,GS Yuasa International Ltd.,677 Shimoakasaka-Ohnohara Kawagoe-Shi Saitama JP 350-1155 
MA-M,C86BBC8,"Sinsegye Beijing Technology Co., Ltd","1801, Building 6, Zone 4, Wangjing Dongyuan, Chaoyang District, Beijing  Beijing  CN 100102 "
MA-M,8C476E7,"Syng, Inc.",120 Mildred Ave. Venice CA US 90291 
MA-M,58C41E4,"BEIJING FIBRLINK COMMUNICATIONS CO.,LTD.","Dongxu International Centre, Fengtai District, Beijing BEIJING FENGTAI CN 100070 "
MA-M,BC31984,"Chongqing e-skybest ELECT CO.,LIMITED","Second Floor, building No. 7,Phase??Standard Workshop, South District, Zitong Street Industrial Park, Tongnan District, Chongqing Chongqing  CN 400000 "
MA-M,BC31986,ntc mekhanotronnika,"Pionerstroya str., build 23a Saint-Petersburg Select State RU 198206 "
MA-M,C86BBC1,"WeLink Solutions, Inc.","4F., No. 55, Lane 6, Chenglin Rd., Tucheng Dist., New Taipei City Taiwan TW 23677 "
MA-M,BC31988,"Temposonics,LLC",3001 Sheldon Drive Cary NC US 27513 
MA-M,B0FF72D,TBB Renewable (Xiamen) Co Ltd,"No.15 ShiShan North Road, Dongfu, Haicang District Xiamen Fujian CN 361027 "
MA-M,B0FF729,"JIUYEE?shenzhen) Medical Technology Co.,Ltd","Room 1902, Building 1, Changyuan Yujingfeng Building, No. 85, Changyuan 1st Street, Changyuan Community, Taoyuan Street, Nanshan District, Shenzhen Shenzhen Guangdong CN 518055 "
MA-M,B0FF727,BL Innovare,"525 Cochrane Drive, Unit E Markham ON CA L3R 8E3 "
MA-M,90F421E,Velan Studios Inc.,#5 3rd Street Ste 300 Troy NY US 12180 
MA-M,B0FF72E,HANNING & KAHL GmbH & Co. KG,Rudolf-Diesel-Straße 6 Oerlinghausen  DE 33813 
MA-M,B44D435,halstrup-walcher GmbH,Stegener Straße 10 Kirchzarten  DE 79199 
MA-M,B44D437,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,"NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China Suzhou  CN 215021 "
MA-M,90F421C,ACOBA,91 rue du faubourg saint honore PARIS PARIS FR 75008 
MA-M,90F4214,Sansap Technology Pvt. Ltd.,"F424, Sector-63 NOIDA UP IN 201301 "
MA-M,B44D43C,"SHENZHEN KOSKY TECHNOLOGY CO.,LTD.","5th Floor, Building A, Wanhe Technology Building, Fenghuang Street , Guangming District Shenzhen Guangdong CN 518107 "
MA-M,B44D43B,Paulmann Licht GmbH,Quezinger Feld 2 Springe  DE 31832 
MA-M,6C2ADF9,Simpleway Europe a.s.,Na Okraji 335/42 Prague  CZ 16200 
MA-M,6C2ADFC,VNETS INFORMATION TECHNOLOGY LTD.,"No. 206 Building 32, Ecool Golden Valley, Panyu District Guangzhou  CN 511496 "
MA-M,6C2ADFD,"Sichuan Huidian Qiming Intelligent Technology Co.,Ltd","No. 2, 5th Floor, Building 9, No. 360, Wuke West 5th Road,Wuhou District Chengdu Sichuan CN 610000 "
MA-M,1CA0D37,U-TX Technologies Ltd,Omonoia Avenue Limassol Cyprus CY 3045 
MA-M,54083B7,ASCS Sp. z o.o.,Zwirki i Wigury 65A Mikolow Slask PL 43-190 Mikolow 
MA-M,7006928,JMA Wireless,140 Cortland Ave Syracuse NY US 13202 
MA-M,58FCDBF,Private,
MA-M,28FD80F,Private,
MA-M,141FBAF,Private,
MA-M,700692C,"ScoreBird, LLC",6001 Kenwood Drive Nashville TN US 37215 
MA-M,D07650F,Private,
MA-M,54083B1,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,54083BA,Silex Ipari Automatizálási Zrt.,"Soroksári út.150. Budapest, IX.  HU 1095 "
MA-M,BC3400F,Private,
MA-M,78C2C0F,Private,
MA-M,100723F,Private,
MA-M,807B85F,Private,
MA-M,A03E6BF,Private,
MA-M,64FB81F,Private,
MA-M,54083B6,Vector Atomic,"5700 Stoneridge Dr, Suite 102 Pleasanton CA US 94588 "
MA-M,A43BFAF,Private,
MA-M,7C70BCF,Private,
MA-M,E03C1CB,"Hangzhou Uni-Ubi Co.,Ltd.","Room 605, Building No.5, HaiChuang Park, No.998, Wenyi Road(West), YuHang District HangZhou ZheJiang CN 311121 "
MA-M,D016F02,RYSE Inc.,"Unit 300, 251 Spadina Ave Toronto Ontario CA M5T2E2 "
MA-M,D016F0D,Top Guard Technologies,9200 Corporate Blvd Suite 250 Rockville MD US 20850 
MA-M,74F8DBF,Private,
MA-M,BC6641F,Private,
MA-M,D016F06,Tornado Modular Systems,Inzhenernaya str. 4a Novosibirsk  RU 630090 
MA-M,D093952,AT&T,200 South Laurel Avenue Middletown NJ US 07748 
MA-M,5C6AECE,Saab Seaeye Ltd,20 Brunel Way Fareham Hampshire GB PO15 5SD 
MA-M,5C6AEC9,"Shanghai Alway Information Technology Co., Ltd","Building 47, No. 555, Guiping Road, Xuhui District Shanghai Shanghai CN 200233 "
MA-M,5C6AEC0,Acuity Brands Lighting,1 Acuity Way Decatur  US 30035 
MA-M,7C45F96,"HANK ELECTRONICS CO., LTD","HANK Industry Park, 118 Shaxin Road, Tangxia Town Dongguan Guangdong CN 523900 "
MA-M,7C45F9C,Xemex NV,Metropoolstraat 11a Schoten Antwerp BE BE-2900 
MA-M,7C45F95,"Interactive Technologies, Inc.",5295 Lake Pointe Center Drive Cumming GA US 30041 
MA-M,C0EAC3A,VOLT EQUIPAMENTOS ELETRONICOS LTDA,AV SAPUCAI 111  SANTA RITA DO SAPUCAI MINAS GERAIS BR 37540000 
MA-M,5C6AEC7,"Nippon Pulse Motor Co., Ltd.","2-16-13 Hongo, Bunkyo-ku Tokyo  JP 113-0033 "
MA-M,7C45F94,SPECS Surface Nano Analysis GmbH,Voltastraße 5 Berlin  DE 13355 
MA-M,C0EAC39,OLEDCOMM,10-12 avenue de l'Europe Vélizy Villacoublay Ile de France FR 78140 
MA-M,8C5DB2C,"HEXIN Technologies Co., Ltd.","Room 301, No. 45 Ruiji 2nd Street, Huangpu District,  Guangzhou  CN 510799 "
MA-M,18D793C,Private,
MA-M,705A6FE,Hall Technologies,"1234 Lakeshore Dr., Ste. 150 Coppell TX US 75019 "
MA-M,8C5DB2E,Surbhi Satcom Pvt Ltd,"D-23, Sector 11 Noida Uttar Pradesh IN 201301 "
MA-M,8C5DB2A,"Beijing Scistor Technologies Co., Ltd","Floor2,Ruipu Electronic Building,NO.5 Xiaguangli,Chaoyang District Beijing Beijing CN 100125 "
MA-M,8C5DB2B,NADDOD,"6 Raffles Quay, #14-06  Singapore  SG 048580 "
MA-M,C4A559A,"Hebei Far-East Communication System Engineerning Co.,Ltd.","NO.21, Changsheng Street, Luquan Economic Development Zone Shijiazhuang  Hebei Prov CN 050000 "
MA-M,94C9B78,OSOM Products Inc,10930 Miramonte Road Cupertino CA US 95014 
MA-M,705A6F9,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,84B3865,Fusus,"5550 TRIANGLE PKWY, STE 385 PEACHTREE CORNERS GA US 30092 "
