Registry,Assignment,Organization Name,Organization Address
MA-L,E84F25,"Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari Nagaokakyo-shi Kyoto JP 617-8555 "
MA-L,0425E0,Taicang T&W Electronics,89# Jiang Nan RD Suzhou Jiangsu CN 215412 
MA-L,C8B6FE,"Fitbit, Inc.","199 Fremont Street, 14th Fl San Francisco CA US 94105 "
MA-L,187CAA,"China Mobile Group Device Co.,Ltd.","32 Xuanwumen West Street,Xicheng District Beijing  CN 100053 "
MA-L,C4BCD7,New Ryatek,"Room 103, 1st floor, building 19, yard 1, Baosheng South Road, Haidian District, Beijing Beijing Beijing CN 100192 "
MA-L,C0AEFD,"Shenzhen HC-WLAN Technology Co.,Ltd","Room 201E, Block D, Donghai Wang Industrial Zone, No. 369, Bulong Road, Bantian Street, Longgang District Shenzhen Guangdong CN 518129 "
MA-L,1027F5,TP-Link Corporation Limited,"Room 901,9/F.New East Ocean Centre, 9 Science Museum Road  Tsim Sha Tsui Kowloon HK 999077 "
MA-L,ECB970,"Ruijie Networks Co.,LTD","No. 2, 7th floor, xingwangruijie, haixi hi-tech industrial park, high-tech zone, fuzhou city Fuzhou Fujian CN 350002 "
MA-L,308398,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,F889D2,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,"B22 Building,NO.51 Tongle Road, Shajing Town, Jiangnan District, Nanning, Guangxi Province, China Nanning Guangxi CN 530007 "
MA-L,DC87CB,"Beijing Perfectek Technologies Co., Ltd.","A-17, No. 101, 6F, Building 24, No. 68, Beiqing Road, Haidian District Beijing Beijing CN 100094 "
MA-L,385247,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,C0DCD7,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,3037B3,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,7CF666,Tuya Smart Inc.,"160 Greentree Drive, Suite 101 Dover DE US 19904 "
MA-L,102D41,"Sichuan AI-Link Technology Co., Ltd.","Anzhou, Industrial Park Mianyang Sichuan CN 622650 "
MA-L,A44C62,"Hangzhou Microimage Software Co., Ltd","Room 313, Unit B, Building 2, 399 Danfeng Road, Binjiang District Hangzhou Zhejiang CN 310051 "
MA-L,40BEEE,"Shenzhen Yunding Information Technology Co.,Ltd","32G, Tower E, CR Land Building, Tong Gu Road 5#, Nanshan District,,Guangdong,CN  Shenzhen Guangdong CN 518000 "
MA-L,7C55A7,Kastle Systems,6402 Arlington Blvd Falls Church VA US 22042 
MA-L,FCE806,Edifier International,"Suit 2207, 22nd floor, Tower II, Lippo centre, 89 Queensway Hong Kong  CN 070 "
MA-L,3078D3,Virgilant Technologies Ltd.,"2F., No.3, Aly. 19, Lane 8, Tianmu E. Rd.,Shilin Dist.,  Taipei City Taiwan TW 11153 "
MA-L,3085EB,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,8406FA,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,B8D43E,"vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an Dongguan Guangdong CN 523860 "
MA-L,741575,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,90A822,Amazon Technologies Inc.,P.O Box 8102  Reno NV US 89507 
MA-L,0C5CB5,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,74AD98,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,0017E8,Texas Instruments,"12500 TI Boulevard, MS 8723 Dallas TX US 75243 "
MA-L,E8EA4D,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,3CFFD8,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,50C2ED,GN Audio A/S,Lautrupbjerg 7 Ballerup  DK DK-2750 
MA-L,7864C0,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E81CD8,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,3C0630,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,848C8D,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,0CE441,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,B82AA9,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,00C06A,Zahner-Elektrik Ingeborg Zahner-Schiller GmbH & Co. KG.,Thüringer Str. 12 Kronach - Gundelsdorf Bavaria DE 96317 
MA-L,8C4361,Hailo Digital Hub GmbH & Co. KG,Lahnstrasse 3a Giessen Hessen DE 35398 
MA-L,4851CF,Intelbras,"BR 101, km 210, S/N° São José Santa Catarina BR 88104800 "
MA-L,4C5D3C,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,34732D,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,8C3446,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,F46B8C,"Hon Hai Precision Industry Co., Ltd.",GuangDongShenZhen ShenZhen GuangDong CN 518109 
MA-L,FC3497,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
MA-L,847AB6,AltoBeam (China) Inc.,"B808, Tsinghua Tongfang Hi-Tech Plaza, Haidian Beijing Beijing CN 100083 "
MA-L,245DFC,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,A4CEDA,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
MA-L,34E9FE,"Metis Co., Ltd.","25, Saenari-ro, Bundang-gu Seongnam-si Gyeonggi-do KR 13509 "
MA-L,4C617E,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,E0E37C,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,2418C6,HUNAN FN-LINK TECHNOLOGY LIMITED,"No.8, Litong Road, Liuyan Economic & Tec Changsha HUNAN CN 410329 "
MA-L,649714,eero inc.,660 3rd Street San Francisco CA US 94107 
MA-L,B4107B,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,9C8281,"vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an Dongguan Guangdong CN 523860 "
MA-L,AC139C,Adtran Inc,901 Explorer Blvd. Huntsville AL US 35806-2807 
MA-L,804786,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,D4475A,"ScreenBeam, Inc.",3301 Olcott St Santa Clara CA US 95054 
MA-L,78A6A0,"Hangzhou Ezviz Software Co.,Ltd.","Room 302, Unit B, Building 2, 399 Danfeng Road,Binjiang District Hangzhou Zhejiang CN 310051 "
MA-L,98C3D2,"Ningbo Sanxing Medical Electric Co.,Ltd","No.26 FengWan Road,Cicheng Town,Jiangbei District,Ningbo,China  Ningbo  CN 315029 "
MA-L,CC86EC,Silicon Laboratories,400 West Cesar Chavez Street Austin  US 78701 
MA-L,047BCB,"Universal Global Scientific Industrial Co., Ltd.","141, Lane 351, Taiping Road, Sec.1,Tsao Tuen Nan-Tou Taiwan TW 54261 "
MA-L,E44164,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,0881B2,"Logitech (China) Technology Co., Ltd",1111 Changshou Road Shanghai  CN 200001 
MA-L,C4F174,eero inc.,660 3rd Street San Francisco CA US 94107 
MA-L,28D0EA,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,CC812A,"vivo Mobile Communication Co., Ltd.","No.1, vivo Road, Chang'an Dongguan Guangdong CN 523860 "
MA-L,7C1B93,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,DC2D3C,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,E455A8,Cisco Meraki,500 Terry A. Francois Blvd San Francisco  US 94158 
MA-L,041119,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,E00CE5,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,2841EC,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,7C004D,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,1C9957,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,38A067,Nokia Solutions and Networks GmbH & Co. KG,Werinherstrasse 91 München Bavaria DE D-81541 
MA-L,18A6F7,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,04D320,ITEL MOBILE LIMITED,"RM B3 & B4 BLOCK B, KO FAI INDUSTRIAL BUILDING  NO.7 KO FAI ROAD, YAU TONG, KLN, H.K Hong Kong KOWLOON HK 999077 "
MA-L,30F94B,"Universal Electronics, Inc.",201 E. Sandpointe Ave Santa Ana CA US 92707 
MA-L,D8ECE5,Zyxel Communications Corporation,"No. 6 Innovation Road II, Science Park Hsichu Taiwan TW 300 "
MA-L,C470AB,"Ruijie Networks Co.,LTD","No. 2, 7th floor, xingwangruijie, haixi hi-tech industrial park, high-tech zone, fuzhou city Fuzhou Fujian CN 350002 "
MA-L,CC6B1E,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,"B22 Building,NO.51 Tongle Road, Shajing Town, Jiangnan District, Nanning, Guangxi Province, China Nanning Guangxi CN 530007 "
MA-L,F0D08C,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
MA-L,982782,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,FC4009,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,24A65E,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,509839,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,6407F6,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,48007D,DTS ELEKTRONIK SAN. TIC. LTD. STI.,MAHMUTBEY MAH. 2650.SOK. NO:21 ISTANBUL  TR 34218 
MA-L,30B1B5,Arcadyan Corporation,"No.8, Sec.2, Guangfu Rd. Hsinchu City Hsinchu TW 30071 "
MA-L,E4C90B,Radwin,Habarzel 27 Tel Aviv -- select -- IL 6971039 
MA-L,70DFF7,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
MA-L,003DE1,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,5CC336,ittim,"1202, No.6, Zhongguancun South Street, Haidian District, beijing  CN 100080 "
MA-L,50ED3C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,FC041C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,F4D488,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,682F67,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E0E8BB,"Unicom Vsens Telecommunications Co., Ltd.","Room612,613,615,6Floors,Block3,Hengji center,N0.18 Jianguomen inner Street,Dondcheng Distict, Beijing,P.R.China Beijing  CN 100005 "
MA-L,708976,Tuya Smart Inc.,FLAT/RM 806 BLK ? 8/F CHEUNG SHA WAN PLAZA 833 CHEUNG SHA WAN ROAD KL hongkong Hong Kong CN 999077 
MA-L,245B83,Renesas Electronics (Penang) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
MA-L,584120,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,3C06A7,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
MA-L,24E927,TomTom International BV,Oosterdoksstraat 114 Amsterdam North Holland NL 1011 DK 
MA-L,68ABBC,"Beijing Xiaomi Mobile Software Co., Ltd","The Rainbow City Office Building, 68 Qinghe Middle Street Haidian District Beijing Beijing CN 100085 "
MA-L,34C103,"Hangzhou Huamu Technology Co.,Ltd.","Xiangnan village,Yiqiao Town,Xiaoshan District,Hangzhou City,Zhejiang Hangzhou  CN 311256 "
MA-L,0C7329,Sercomm Corporation.,"3F,No.81,Yu-Yih Rd.,Chu-Nan Chen Miao-Lih Hsuan  TW 115 "
MA-L,B06088,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,6413AB,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,6C13D5,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,F0F564,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,F06F46,Ubiik,"2F, No. 151, Aikou 1st Street,  Zhubei City Hsinchu County TW 302 "
MA-L,6C02E0,HP Inc.,10300 Energy Dr Spring TX US 77389 
MA-L,F0ACA4,HBC-radiomatic,Haller Str. 45-53 Crailsheim Baden Wurttemberg DE 74564 
MA-L,802278,China Mobile IOT Company Limited,"NO.8 Yu Ma Road, NanAn Area Chongqing Chongqing CN 401336 "
MA-L,14230A,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,58AEA8,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,64D7C0,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,946010,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,D814DF,"TCL King Electrical Appliances (Huizhou) Co., Ltd","10F, TCL Multimedia Building, TCL International E City, No.1001 Zhongshanyuan Rd., Nanshan District Shenzhen Guangdong CN 518052 "
MA-L,90027A,"Shenzhen Sworix Techonlogy Co., Ltd","Room202, 2nd floor, Jianghao commercial center, Jianghao Industrial area,Jihua road 430, Bantian, Longgang Shenzhen  CN 518129 "
MA-L,D05AFD,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.","No.178 Yulong Avenue, Yufengshan, Yubei District, Chongqing. Chongqing  China CN 401120 "
MA-L,6CD704,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,543AD6,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,845CF3,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,70E46E,Lytx,9785 Towne Centre Drive San Diego CA US 92121 
MA-L,58AE2B,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,E43C80,University of Oklahoma,Advanced Radar Research Center Norman OK US 73019 
MA-L,0C4885,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul  KR 153-801 "
MA-L,544617,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,5C85F8,"SHENZHEN KAIFA TECHNOLOGY CO.,LTD.","7006 Caitian Rd., Futian Dist.  Shen Zhen Guang Dong CN 518035 "
MA-L,2C793D,Boditech Med,"43, Geodudanji 1-gil, Dongnae-myeon,  Chuncheon-si, Gangwon-do  KR 24398 "
MA-L,903CB3,Edgecore Networks Corporation,1 Creation RD 3. Hsinchu  TW 30077 
MA-L,9CBCF0,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,A46BB6,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,FC0C45,"Shenzhen SuperElectron Technology Co.,Ltd.","1213-1214, haosheng business center, dongbin road, nanshan street, nanshan district, shenzhen city Shenzhen Guangdong CN 518000 "
MA-L,5467E6,SHENZHEN MTC CO LTD,"5th Floor, 3rd Building, SHENZHEN MTC Industrial Park, XiaLilang Rd, Nanwan Street, Long’gang District Shenzhen Guangdong CN 518100 "
MA-L,34FEC5,"Shenzhen Sunwoda intelligent hardware Co.,Ltd","No.6-6,Yan Shan Rd.,Baoan District,Shenzhen City,China Shenzhen Guangdong CN 518105 "
MA-L,5466F9,ConMet,5701 SE Columbia Way Vancouver   WA US 98661 
MA-L,8C64D4,"Hyeco Smart Tech Co.,Ltd","12 Beiqian Lane,Industrial Park Suzhou Jiangsu CN 215000 "
MA-L,8444AF,"Zhejiang Tmall Technology Co., Ltd.","Ali Center,No.3331 Keyuan South RD (Shenzhen bay), Nanshan District, Shenzhen Guangdong province Shenzhen GuangDong CN 518000 "
MA-L,14B2E5,"Shenzhen iComm Semiconductor CO.,LTD","Room 601,Block B ,Digital Building,Garden City Shenzhen No.1079 Nanhai Road,Nanshan District CN 518067 "
MA-L,A8F766,ITE Tech Inc,"3F, No.13, Chuangsin 1st Rd., Hsinchu Science Park Hsinchu Taiwan TW 30076 "
MA-L,7C210D,"Cisco Systems, Inc",80 West Tasman Dr. San Jose CA US 94568 
MA-L,D03C1F,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,A03D6E,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,B08BD0,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,000BDE,TELDIX GmbH,Grenzhoefer Weg 36 Heidelberg  DE 69123 
MA-L,F89725,"OPPLE LIGHTING CO., LTD","Building V3, The MIXC, Lane 1799, Wuzhong Road, Minhang District Shanghai Shanghai CN 201103 "
MA-L,3C5447,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,006B6F,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,8CDEF9,"Beijing Xiaomi Mobile Software Co., Ltd","The Rainbow City Office Building, 68 Qinghe Middle Street Haidian District Beijing Beijing CN 100085 "
MA-L,74E9BF,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,D8109F,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,482567,Poly,6001 America Center Drive San Jose CA US 95002 
MA-L,A89AD7,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,181171,"Guangzhou Doctorpai Education & Technology Co.,Ltd","Floor 5, Building C1, Greenland Central Plaza Huangpu District, Guangzhou Guangdong Province CN 510700 "
MA-L,603573,Earda Technologies co Ltd,"Block A,Lianfeng Creative Park, #2 Jisheng Rd., Nansha District Guangzhou Guangdong CN 511455 "
MA-L,A49733,ASKEY COMPUTER CORP,"10F,No.119,JIANKANG RD,ZHONGHE DIST NEW TAIPEI TAIWAN TW 23585 "
MA-L,F02F74,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
MA-L,006E02,Xovis AG,Industriestrasse 1 Zollikofen Bern CH 3052 
MA-L,FCD436,"Motorola Mobility LLC, a Lenovo Company",222 West Merchandise Mart Plaza Chicago IL US 60654 
MA-L,0CEC8D,"Motorola Mobility LLC, a Lenovo Company",222 West Merchandise Mart Plaza Chicago IL US 60654 
MA-L,184F5D,JRC Mobility Inc.,"NAKANO CENTRAL PARK EAST 10-1, Nakano 4-chome Nakano-ku Tokyo JP 164-8570 "
MA-L,103F44,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,E07726,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,8C3401,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,249F89,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,247625,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,2C1875,"Skyworth Digital Technology(Shenzhen) Co.,Ltd","7F,Block A,Skyworth Building, Shenzhen Guangdong CN 518057 "
MA-L,D06EDE,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,F87A41,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,84F147,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,94A67E,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
MA-L,D439B8,Ciena Corporation,7035 Ridge Road Hanover MD US 21076 
MA-L,F023AE,"AMPAK Technology,Inc.","3F, No.15-1 Zhonghua Road, Hsinchu Industrail Park, Hukou, Hsinchu Hsinchu,Taiwan R.O.C. TW 30352 "
MA-L,ACF85C,"Chengdu Higon Integrated Circuit Design Co,. Ltd.","Suite22-31, 11Floor, Block E5,Tianfu Software Park, Chengdu Gaoxin District Chengdu Sichuan CN 610041 "
MA-L,08CBE5,R3 Solutions GmbH,Kurfürstendamm 21 Berlin  DE 10719 
MA-L,249494,Hong Kong Bouffalo Lab Limited,"RM 1903, 19/F Lee Garden One 33 Hysan Avenue, Causeway Bay HongKong  HK 999077 "
MA-L,30BE3B,Mitsubishi Electric Corporation,"2-7-3 Marunouchi, Chiyoda-ku Tokyo  JP 100-8310 "
MA-L,3CA37E,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,7898E8,D-Link International,"1 Internal Business Park, #03-12,The Synergy Singapore  Singapore SG 609917 "
MA-L,0034A1,RF-LAMBDA USA INC.,9115 Brown Deer Road | San Diego CA  US 92121 
MA-L,78F09B,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,48EF61,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,F0B3EC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F465A6,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,00E93A,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd. New Taipei City Taiwan TW 231 "
MA-L,44F21B,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,74650C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,E06D17,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F85EA0,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,5C6199,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,"B22 Building,NO.51 Tongle Road, Shajing Town, Jiangnan District, Nanning, Guangxi Province, China Nanning Guangxi CN 530007 "
MA-L,E8DB84,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,D05509,"Nintendo Co.,Ltd","11-1 HOKOTATE-CHO KAMITOBA,MINAMI-KU KYOTO KYOTO JP 601-8501 "
MA-L,00081E,Repeatit AB,Farogatan 7   SE  
MA-L,A07751,ASMedia Technology Inc.,"6F, No.115, Minquan Rd., New Taipei City  TW 23141 "
MA-L,305684,"SHENZHEN YUNJI INTELLIGENT TECHNOLOGY CO.,LTD","A-SIDE A2 BUILDING 2/F ENET NEW INDUSTRIAL PARK,NO.20 DAFU INDUSTRIAL ZONE, AOBEI COMMUNITY, GUANLAN, LONGHUA NEW DISTRICT SHENZHEN GUANGDONG CN 518000 "
MA-L,38FC98,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,9CB2E8,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,60DB98,Calix Inc.,2777 Orchard Pkwy San Jose CA US 95131 
MA-L,6872C3,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,70B13D,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,502F9B,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,14563A,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,7090B7,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,F8E43B,ASIX Electronics Corporation,"4F, No. 8, Hsin Ann Road, Hsinchu Science Park Hsinchu  TW 30078 "
MA-L,342B70,Arris,2500 Walsh Ave. Santa Clara CA US 95014 
MA-L,4C0220,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,D41B81,"CHONGQING FUGUI ELECTRONICS CO.,LTD.","Building D21,No.1, East Zone 1st Road,Xiyong Town,Shapingba District Chongqing Chongqing CN 401332 "
MA-L,F40B9F,CIG SHANGHAI CO LTD,"5th Floor, Building 8 No 2388 Chenhang Road  SHANGHAI  CN 201114 "
MA-L,D021AC,Yohana,3460 Hillview Ave. Palo Alto CA US 94304 
MA-L,7845B3,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
